Date,City,Pincode,Item_Code,Item_Name,Brand,Product_Type,Unit,Unit_Value,Mrp,Image_Link,Blinkit_Product_Url,Blinkit_Product_Id,Blinkit_Item_Name,Blinkit_Uom,Blinkit_Mrp_Price,Blinkit_Selling_Price,Blinkit_Discount__,Blinkit_Eta_Mins_,Blinkit_In_Stock_Remark,Blinkit_Status,Blinkit_Partial,Blinkit_Factor,Jiomart_Product_Url,Jiomart_Product_Id,Jiomart_Item_Name,Jiomart_Uom,Jiomart_Mrp_Price,Jiomart_Selling_Price,Jiomart_Discount__,Jiomart_Eta_Mins_,Jiomart_In_Stock_Remark,Jiomart_Status,Jiomart_Partial,Jiomart_Factor,Dmart_Product_Url,Dmart_Product_Id,Dmart_Item_Name,Dmart_Uom,Dmart_Mrp_Price,Dmart_Selling_Price,Dmart_Discount__,Dmart_Eta_Mins_,Dmart_In_Stock_Remark,Dmart_Status,Dmart_Partial,Dmart_Factor
2026-04-14,Hazaribagh,825301,10021,Cadbury Dairy Milk Silk Hazelnut 54g,Dairy Milk,Milk Chocolate,g,54,98,NA,https://blinkit.com/prn/x/prid/396629,396629,Cadbury Dairy Milk Silk Hazelnut Small Milk Chocolate Bar,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100232,Doms Neon Eraser Tipped 10 Pencils + 1 Sharpener Pack of 1,DOMS,NA,Unit,1,60,NA,https://blinkit.com/prn/x/prid/424823,424823,DOMS Neon Pencils,NA,60.0,60.0,0.0,NA,out_of_stock,Partial Match,anakin_seed,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10024,Cadbury 5Star Chocolate 18g,Cadbury 5 Star,Cream Filled Chocolate,NA,18,10,NA,https://blinkit.com/prn/x/prid/248000,248000,Cadbury 5 Star Chocolate Filled Bar,NA,20.0,20.0,0.0,NA,available,Partial Match,anakin_seed,0.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100244,Doms Colour Pencils Round Tin 12 Shades Pack of 1,DOMS,NA,NA,1,110,NA,https://blinkit.com/prn/x/prid/484022,484022,DOMS Colour Pencils (Multicolour),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.07692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100248,Doms Art Strokes School Stationery Kit Pack of 1,DOMS,NA,NA,1,149,NA,https://blinkit.com/prn/x/prid/428849,428849,DOMS Champions Stationery Kit,NA,99.0,99.0,0.0,NA,out_of_stock,Partial Match,anakin_seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100251,Kenko By Ovo Farm Brown Eggs Pack of 6,OVO Farm,Egg,Unit,6,109,NA,https://blinkit.com/prn/x/prid/497130,497130,Kenko By Ovo Farm Kenko Brown Eggs,NA,109.0,98.0,10.1,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100252,Kenko By Ovo Farm High Protein White Eggs Pack of 10,OVO Farm,Egg,Unit,10,134,NA,https://blinkit.com/prn/x/prid/591214,591214,Kenko By Ovo Farm Protein Rich Eggs,NA,134.0,121.0,9.7,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100255,On-Day By Ovo Farm White Eggs Pack of 6,OVO Farm,Egg,Unit,6,70,NA,https://blinkit.com/prn/x/prid/497133,497133,OVO Farm On Day White Eggs,NA,70.0,48.0,31.4,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100256,On-Day By Ovo Farm White Eggs Pack of 30,OVO Farm,Egg,Unit,30,270,NA,https://blinkit.com/prn/x/prid/497132,497132,OVO Farm On-Day White Eggs,NA,339.0,231.0,31.9,NA,out_of_stock,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100276,Doms Multicoloured Chalks 10 Shades Pack of 1,DOMS,NA,NA,1,25,NA,https://blinkit.com/prn/x/prid/484030,484030,DOMS Color Chalk (Multicolour),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10028,Sunslik Lusciosly Thick & Long Sampoo 180ml,Sunsilk,Shampoo,ml,180,158,NA,https://blinkit.com/prn/x/prid/427625,427625,Sunsilk Lusciously Thick & Long Shampoo,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100293,UPF Healthy Brown Eggs Pack of 6,UPF,Egg,Unit,6,nan,NA,https://blinkit.com/prn/x/prid/373594,373594,UPF Healthy Brown Eggs - 6 pieces,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100295,UPF Healthy Brown Eggs Pack of 12,UPF,Egg,Unit,12,nan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10031,Sunsilk Stunning Black Shine Shampoo 350ml,Sunsilk,Shampoo,ml,350,370,NA,https://blinkit.com/prn/x/prid/10630,10630,Sunsilk Stunning Black Shine Shampoo,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100323,Active Wheel 2 in 1 Clean & Fresh Detergent Powder 800g,HUL,Detergent Powder,NA,800,61,NA,https://blinkit.com/prn/x/prid/18562,18562,Wheel Active 2 in 1 Detergent Powder,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100353,Go Four Cheese 200g,Go,Cheese,NA,200,160,NA,NA,168,Amul Cheese Slices,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100354,Go Cheese Spread Plain 200g,Go,NA,g,200,115,NA,NA,428215,Amul Jalapeno Cheese Sauce,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100370,Good Day Chunkies Coconut 100g,Good Day,NA,NA,100,40,NA,NA,655812,Only Earth Tender Coconut Water,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10043,Haldirams Soya Sticks 400g,Haldiram's,Namkeen Snacks,g,400,84,NA,NA,52634,Haldiram's Nagpur Mixture Namkeen,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100432,Kachi Haldi/Raw Turmeric,NA,FnV,grams,250,nan,NA,https://blinkit.com/prn/x/prid/203822,203822,Raw Turmeric (Kachhi Haldi),NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100436,Broccoli,NA,FnV,grams,300,nan,NA,https://blinkit.com/prn/x/prid/369742,369742,Broccoli,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100458,Mcvities Tasties Butter Jeera Biscuits 464g,Mcvities,Cookies,g,464,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100459,McVitie’s Tasties Coconut Biscuits | 528g | Pack of 1,Mcvities,Cookies,g,528,170,NA,https://blinkit.com/prn/x/prid/549839,549839,McVitie's Tasties Coconut Cookies,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100460,Mcvities Tasties Cashew Almond Biscuits 560g,Mcvities,NA,NA,560,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10047,Haldirams Soan Papdi Red 500g,Haldiram's,Soan Papdi,g,500,135,NA,NA,392509,Soan Papdi by Haldiram's Nagpur,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10048,Haldirams Soan Papadi Red 250g,Haldiram's,Soan Papdi,g,250,75,NA,https://blinkit.com/prn/x/prid/392509,392509,Soan Papdi by Haldiram's Nagpur,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10049,Haldirams Soan Papdi Yellow 250g,Haldiram's,Soan Papdi,g,250,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100491,Sunder Suji Rusk 1Kg,Sunder,Rusk,NA,1,230,NA,https://blinkit.com/prn/x/prid/660180,660180,Sunder Suji Elaichi Rusk,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100492,Jalan Ragi Atta - 500g,Jalan,Atta,g,500,53,NA,https://blinkit.com/prn/x/prid/591806,591806,Jalan Ragi Flour,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100493,Jalan Makai Atta - 500g,Jalan,Atta,g,500,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100494,Jalan Jawar Atta - 500g,Jalan,NA,g,500,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100495,Jalan Rice Atta - 500g,Jalan,Atta,g,500,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100496,Jalan Singhada Atta - 200g,Jalan,NA,g,200,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100497,Jalan Bajra Atta - 500g,Jalan,Atta,g,500,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10050,Lotte Coffy Bite Mini Pouch | 190g | Pack of 1,Lotte,Cream Filled Candy,g,190,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10051,Lotte Coffee Bite Big Pouch | 418g | Pack of 1,Lotte,Cream Filled Candy,NA,418,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100603,Strawberry,NA,FnV,Grams,1,nan,NA,https://blinkit.com/prn/x/prid/174814,174814,Strawberry,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100611,Baingan/Brinjal Nagpur,NA,FnV,g,500,nan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100612,Baingan/Brinjal Nagpur,NA,FnV,grams,250,nan,NA,https://blinkit.com/prn/x/prid/95781,95781,Nagpur Brinjal (Baingan),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10062,Vicks Vapo Rub 50ml,Vicks,Cold Balm,ml,50,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100645,Only Piri Piri Mix 80g,Only,NA,g,80,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100665,Kellogg's Millet Muesli 500g,Kelloggs,Millets,NA,500,398,NA,https://blinkit.com/prn/x/prid/601164,601164,Kellogg's Millet Breakfast Cereal Muesli,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10068,Johnsons Baby Soap With Baby Lotion & Vitamin E 75g,Johnson's,Baby Soap,g,75,62,NA,https://blinkit.com/prn/x/prid/87281,87281,Johnson's Baby Soap,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10070,Johnsons Cotton Buds | 75 Stems / 150 Swabs | Pack of 1,Johnson's,Baby Buds,Unit,74,154,NA,https://blinkit.com/prn/x/prid/1001,1001,Johnson's Cotton Earbuds,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10076,Johnsons Baby Skincare Wipes 72N,Johnson's,Baby Wipes,NA,1,280,NA,NA,457590,"Slurrp Farm Baby Cereal Ragi, Rice & Mango",NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10083,Amul Milk Chocolate 150g,Amul,Milk Chocolate,NA,150,180,NA,https://blinkit.com/prn/x/prid/114262,114262,Amul Smooth & Creamy Milk Chocolate Bar,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100851,Sunfeast Dark Fantasy Creme Biscuits Made With Real Chocolate 83g Pack of 1,Sunfeast,NA,NA,83,30,NA,https://blinkit.com/prn/x/prid/247227,247227,Sunfeast Dark Fantasy Chocolate Sandwich Cream Biscuits,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1.050632911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100852,Sunfeast Farmlite 5 Grain Digestive Biscuit 800g Pack of 1,Sunfeast Farmlite,Marie & Digestive,g,800,230,NA,https://blinkit.com/prn/x/prid/409326,409326,Sunfeast Farmlite 5 Grain High Fibre Digestive Biscuit,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100853,Sunfeast Moms Magic Cashew Almond Cookies | 870.4g | Pack of 1,Sunfeast Mom's Magic,Cookies,g,870.4,256,NA,https://blinkit.com/prn/x/prid/11173,11173,Sunfeast Mom's Magic Cashew & Almond Cookies,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,4.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100857,Bingo! Chilli Lemon Nachos Flavour 80g Pack of 1,Bingo,NA,g,80,50,NA,NA,522881,Sunrise Pure Chilli Powder/Lal Mirch Powder,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100888,Limca Soft Drink Lime & Lemoni Flavoured 2L Pack of 1,Limca,Flavoured Soft Drink,NA,2,99,NA,NA,9483,Limca Lemon 'N' Lime Soft Drink 750 ml,NA,NA,NA,NA,NA,NA,NA,cascade_brand,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,10089,Kinley water 1 Ltr,Kinley,Drinking Water,ltr,1,18,NA,NA,320,Kinley Packaged Water,NA,NA,NA,NA,NA,NA,NA,cascade_brand,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100893,"Helios Wax Polish Shines, Nourishes & Protects Black 40g",Helios,NA,g,40,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100914,Sunfeast Dark Fantasy Choco Fills 230g Pack of 20 Units,Sunfeast,Cream Biscuits,NA,230,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Hazaribagh,825301,100936,Shakalu / Yam Beans,NA,FnV,g,300,nan,NA,https://blinkit.com/prn/x/prid/381780,381780,Yam Bean (Shakalu) (Mishrikand),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
