Date,City,Pincode,Item_Code,Item_Name,Brand,Product_Type,Unit,Unit_Value,Mrp,Image_Link,Blinkit_Product_Url,Blinkit_Product_Id,Blinkit_Item_Name,Blinkit_Uom,Blinkit_Mrp_Price,Blinkit_Selling_Price,Blinkit_Discount__,Blinkit_Eta_Mins_,Blinkit_In_Stock_Remark,Blinkit_Status,Blinkit_Partial,Blinkit_Factor,Jiomart_Product_Url,Jiomart_Product_Id,Jiomart_Item_Name,Jiomart_Uom,Jiomart_Mrp_Price,Jiomart_Selling_Price,Jiomart_Discount__,Jiomart_Eta_Mins_,Jiomart_In_Stock_Remark,Jiomart_Status,Jiomart_Partial,Jiomart_Factor,Dmart_Product_Url,Dmart_Product_Id,Dmart_Item_Name,Dmart_Uom,Dmart_Mrp_Price,Dmart_Selling_Price,Dmart_Discount__,Dmart_Eta_Mins_,Dmart_In_Stock_Remark,Dmart_Status,Dmart_Partial,Dmart_Factor
2026-04-14,Ranchi,834002,10021,Cadbury Dairy Milk Silk Hazelnut 54g,Dairy Milk,Milk Chocolate,g,54,98,https://storage.cloud.google.com/samaan-backend/product/product_1882/1727123919-10021_1.webp,https://blinkit.com/prn/x/prid/396629,396629,Cadbury Dairy Milk Silk Hazelnut Small Milk Chocolate Bar,NA,98.0,98.0,0.0,NA,out_of_stock,Complete Match,anakin_seed,1,https://www.jiomart.com/p/groceries/cadbury-dairy-milk-silk-hazelnur-chocolate-58-g/491539339,491539339,Cadbury Dairy Milk Silk Hazelnut Chocolate Bar 54 g,NA,NA,93,NA,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100232,Doms Neon Eraser Tipped 10 Pencils + 1 Sharpener Pack of 1,DOMS,NA,Unit,1,60,https://storage.cloud.google.com/samaan-backend/product/product_69448/1733238421-100232_1.webp,https://blinkit.com/prn/x/prid/424823,424823,DOMS Neon Pencils,NA,60.0,60.0,0.0,NA,out_of_stock,Partial Match,anakin_seed,0.1,https://www.jiomart.com/p/groceries/doms-neon-pencils-pack-of-10/491555931,491555931,Doms Neon Rubber Tipped Pencils (Pack of 10),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10024,Cadbury 5Star Chocolate 18g,Cadbury 5 Star,Cream Filled Chocolate,NA,18,10,https://storage.cloud.google.com/samaan-backend/product/product_1885/1727123502-100241.webp,https://blinkit.com/prn/x/prid/248000,248000,Cadbury 5 Star Chocolate Filled Bar,NA,20.0,20.0,0.0,NA,available,Partial Match,anakin_seed,0.5454545455,https://www.jiomart.com/p/groceries/cadbury-five-star-chocolate-19-5-g/490001857,490001857,Cadbury Five Star Chocolate 18 g,NA,NA,10,NA,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100244,Doms Colour Pencils Round Tin 12 Shades Pack of 1,DOMS,NA,NA,1,110,https://storage.cloud.google.com/samaan-backend/product/product_69460/1733294323-100244_1.webp,https://blinkit.com/prn/x/prid/484022,484022,DOMS Colour Pencils (Multicolour),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.07692307692,https://www.jiomart.com/p/groceries/doms-full-size-colour-pencils-14-shades/590124309,590124309,Doms Full Size Colour Pencils (12 Shades),NA,NA,91,NA,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100248,Doms Art Strokes School Stationery Kit Pack of 1,DOMS,NA,NA,1,149,https://storage.cloud.google.com/samaan-backend/product/product_69464/1738926088-100248_1.webp,https://blinkit.com/prn/x/prid/428849,428849,DOMS Champions Stationery Kit,NA,99.0,99.0,0.0,NA,out_of_stock,Partial Match,anakin_seed,NA,https://www.jiomart.com/p/groceries/doms-art-strokes-kit/590969948,590969948,Doms Art Strokes Kit - Design / Colour may vary,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100249,Doms School Painting Kit With 9 Essentials Pack of 1,DOMS,Stationary Kit,Unit,1,199,https://storage.cloud.google.com/samaan-backend/product/product_69465/1738927070-100249_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/doms-painting-kit/590980265,590980265,Doms Painting Kit - Design / Colour may vary,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100251,Kenko By Ovo Farm Brown Eggs Pack of 6,OVO Farm,Egg,Unit,6,109,https://storage.cloud.google.com/samaan-backend/product/product_69593/1733723871-100251_1.webp,https://blinkit.com/prn/x/prid/497130,497130,Kenko By Ovo Farm Kenko Brown Eggs,NA,109.0,98.0,10.1,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100252,Kenko By Ovo Farm High Protein White Eggs Pack of 10,OVO Farm,Egg,Unit,10,134,https://storage.cloud.google.com/samaan-backend/product/product_69594/1734509297-100252_1.webp,https://blinkit.com/prn/x/prid/591214,591214,Kenko By Ovo Farm Protein Rich Eggs,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100255,On-Day By Ovo Farm White Eggs Pack of 6,OVO Farm,Egg,Unit,6,70,https://storage.cloud.google.com/samaan-backend/product/product_69597/1733724227-100255_1.webp,https://blinkit.com/prn/x/prid/497133,497133,OVO Farm On Day White Eggs,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100256,On-Day By Ovo Farm White Eggs Pack of 30,OVO Farm,Egg,Unit,30,270,https://storage.cloud.google.com/samaan-backend/product/product_69598/1733724366-100256_1.webp,https://blinkit.com/prn/x/prid/497132,497132,OVO Farm On-Day White Eggs,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100276,Doms Multicoloured Chalks 10 Shades Pack of 1,DOMS,NA,NA,1,25,https://storage.cloud.google.com/samaan-backend/product/product_69642/1733307469-100276_1.webp,https://blinkit.com/prn/x/prid/484030,484030,DOMS Color Chalk (Multicolour),NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10028,Sunslik Lusciosly Thick & Long Sampoo 180ml,Sunsilk,Shampoo,ml,180,158,https://storage.cloud.google.com/samaan-backend/product/product_5895/1727122939-1723623914-10028_1.webp,https://blinkit.com/prn/x/prid/427625,427625,Sunsilk Lusciously Thick & Long Shampoo,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100293,UPF Healthy Brown Eggs Pack of 6,UPF,Egg,Unit,6,99,https://storage.cloud.google.com/samaan-backend/product/product_69777/1734166191-100293_1.webp,https://blinkit.com/prn/x/prid/373594,373594,UPF Healthy Brown Eggs - 6 pieces,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100295,UPF Healthy Brown Eggs Pack of 12,UPF,Egg,Unit,12,nan,https://storage.cloud.google.com/samaan-backend/product/product_69779/1734507170-100295_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100298,Doms Q30cm Scale Pack of 1,DOMS,Scale,Unit,1,NA,https://storage.cloud.google.com/samaan-backend/product/product_69782/1734444183-100298_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/doms-q-series-30-cm-transparent-scale-pack-of-10-pieces/603885550,603885550,Doms Q Series 30 cm Transparent Scale Pack of 10 Pieces,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10031,Sunsilk Stunning Black Shine Shampoo 350ml,Sunsilk,Shampoo,ml,350,370,https://storage.cloud.google.com/samaan-backend/product/product_5898/1727122951-1723623914-10031_1.webp,https://blinkit.com/prn/x/prid/10630,10630,Sunsilk Stunning Black Shine Shampoo,NA,370.0,276.0,25.4,NA,available,Complete Match,anakin_seed,1,https://www.jiomart.com/p/groceries/sunsilk-co-creations-stunning-black-shine-shampoo-340-ml/490002415,490002415,Sunsilk Stunning Black Shine Shampoo 360 ml,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100323,Active Wheel 2 in 1 Clean & Fresh Detergent Powder 800g,HUL,Detergent Powder,NA,800,61,https://storage.cloud.google.com/samaan-backend/product/product_69859/1738236552-100323_1.webp,https://blinkit.com/prn/x/prid/18562,18562,Wheel Active 2 in 1 Detergent Powder,NA,76.0,76.0,0.0,NA,available,Partial Match,anakin_seed,0.8,https://www.jiomart.com/p/groceries/active-wheel-lemon-jasmine-detergent-powder-1-kg/490680413,490680413,Active Wheel Blue Lemon & Jasmine Detergent Powder 1 kg,NA,NA,66,NA,NA,available,Partial Match,anakin_seed,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100353,Go Four Cheese 200g,Go,Cheese,g,200,160,https://storage.cloud.google.com/samaan-backend/product/product_69891/1734418567-100353_1.webp,NA,168,Amul Cheese Slices,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,https://www.jiomart.com/p/groceries/go-four-cheese-200-g-pack/594103054,594103054,Go Four Cheese 200 g (Pack),NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100354,Go Cheese Spread Plain 200g,Go,NA,NA,200,115,https://storage.cloud.google.com/samaan-backend/product/product_69892/1734418242-100354_1.webp,NA,480293,Amul Creamy Spread Peanut Butter,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,https://www.jiomart.com/p/groceries/go-plain-cheese-spread-200-g/590049053,590049053,Go Plain Cheese Spread 200 g (Container),NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100370,Good Day Chunkies Coconut 100g,Good Day,NA,NA,100,40,https://storage.cloud.google.com/samaan-backend/product/product_69919/1734417934-100370_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/britannia-good-day-chunkies-crunchy-coconut-cookies-100-g/610896716,610896716,Britannia Good Day Chunkies Crunchy Coconut Cookies 100 g,NA,NA,38,NA,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10043,Haldirams Soya Sticks 400g,Haldiram's,Namkeen Snacks,g,400,84,https://storage.cloud.google.com/samaan-backend/product/product_1359/1722591826-10043_1.png,NA,52634,Haldiram's Nagpur Mixture Namkeen,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100432,Kachi Haldi/Raw Turmeric,NA,FnV,grams,250,nan,NA,https://blinkit.com/prn/x/prid/203822,203822,Raw Turmeric (Kachhi Haldi),NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100436,Broccoli,NA,FnV,grams,300,nan,NA,https://blinkit.com/prn/x/prid/369742,369742,Broccoli,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100441,Nakoda All In One Mixture 900g,Nakoda,Mixture,grams,900,260,https://storage.cloud.google.com/samaan-backend/product/product_70004/1734593316-100441_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/nakoda-all-in-one-900-gm-mixture/596980417,596980417,NAKODA ALL IN ONE 900 GM MIXTURE,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100458,Mcvities Tasties Butter Jeera Biscuits 464g,Mcvities,Cookies,g,464,170,https://storage.cloud.google.com/samaan-backend/product/product_70021/1739525451-100458_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100459,McVitie’s Tasties Coconut Biscuits | 528g | Pack of 1,Mcvities,Cookies,g,528,170,https://storage.cloud.google.com/samaan-backend/product/product_70022/1734591343-100459_1.webp,https://blinkit.com/prn/x/prid/549839,549839,McVitie's Tasties Coconut Cookies,NA,170.0,90.0,47.1,NA,available,Complete Match,anakin_seed,1,https://www.jiomart.com/p/groceries/mcvitie-s-tasties-coconut-biscuits-572g-pack-of-2/610083681,610083681,McVitie's Tasties Coconut Biscuits 572g (Pack of 2),NA,NA,480,NA,NA,available,Partial Match,anakin_seed,0.4615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100460,Mcvities Tasties Cashew Almond Biscuits 560g,Mcvities,NA,NA,560,171,https://storage.cloud.google.com/samaan-backend/product/product_70023/1734591619-100460_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/mcvitie-s-tasties-cashew-almond-biscuits-560g-pack-of-2/610083627,610083627,McVitie's Tasties Cashew Almond Biscuits 560g  (Pack of 2),NA,NA,480,NA,NA,available,Partial Match,anakin_seed,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10047,Haldirams Soan Papdi Red 500g,Haldiram's,Soan Papdi,g,500,135,https://storage.cloud.google.com/samaan-backend/product/product_1887/1738218590-10047_1.webp,NA,392509,Soan Papdi by Haldiram's Nagpur,NA,NA,NA,NA,NA,NA,NA,cascade_type_mrp,1,https://www.jiomart.com/p/groceries/haldiram-s-nagpur-sweet-soanpapdi-500-g/490000292,490000292,Haldiram's Nagpur Sweet Soanpapdi 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10048,Haldirams Soan Papadi Red 250g,Haldiram's,Soan Papdi,g,250,75,https://storage.cloud.google.com/samaan-backend/product/product_1888/1728631975-10048_1.webp,https://blinkit.com/prn/x/prid/392509,392509,Soan Papdi by Haldiram's Nagpur,NA,135.0,135.0,0.0,NA,available,Partial Match,anakin_seed,0.5,https://www.jiomart.com/p/groceries/haldiram-s-nagpur-soanpapdi-250-g/490000291,490000291,Haldiram's Nagpur Soanpapdi 250 g,NA,NA,71,NA,NA,available,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,10049,Haldirams Soan Papdi Yellow 250g,Haldiram's,Soan Papdi,g,250,80,https://storage.cloud.google.com/samaan-backend/product/product_1889/1727123503-Screenshot_2024-02-15_180202.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100491,Sunder Suji Rusk 1Kg,Sunder,Rusk,NA,1,230,https://storage.cloud.google.com/samaan-backend/product/product_70059/1735296555-100491_1.webp,https://blinkit.com/prn/x/prid/660180,660180,Sunder Suji Elaichi Rusk,NA,NA,NA,NA,NA,NA,Partial Match,anakin_seed,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100492,Jalan Ragi Atta - 500g,Jalan,Atta,g,500,53,https://storage.cloud.google.com/samaan-backend/product/product_70060/processed/1744801166-100492_1.webp,https://blinkit.com/prn/x/prid/591806,591806,Jalan Ragi Flour,NA,55.0,53.0,3.6,NA,available,Partial Match,anakin_seed,1,https://www.jiomart.com/p/groceries/jalan-ragi-atta-500-g/611338039,611338039,Jalan Ragi Atta 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100493,Jalan Makai Atta - 500g,Jalan,Atta,g,500,50,https://storage.cloud.google.com/samaan-backend/product/product_70061/1735293926-100493_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/jalan-makai-maize-flour-atta-500-g/611332458,611332458,Jalan Makai Maize Flour Atta 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100494,Jalan Jawar Atta - 500g,Jalan,Jowar Atta,g,500,59,https://storage.cloud.google.com/samaan-backend/product/product_70062/1735294260-100494_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/jalan-jowar-atta-500-g/611387288,611387288,Jalan Jowar Atta 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100495,Jalan Rice Atta - 500g,Jalan,Atta,g,500,40,https://storage.cloud.google.com/samaan-backend/product/product_70063/1735294515-100495_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/jalan-rice-atta-500-g/611386557,611386557,Jalan Rice Atta 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100496,Jalan Singhada Atta - 200g,Jalan,Singhara Atta,g,200,60,https://storage.cloud.google.com/samaan-backend/product/product_70064/1735294984-100496_1.webp,NA,NA,Lalan AFS - Foam Car Shampoo (500 ml),NA,NA,NA,NA,NA,NA,NA,search_api,1,https://www.jiomart.com/p/groceries/jalan-cold-pressed-singhada-atta-200-g/611332456,611332456,Jalan Cold Pressed Singhada Atta 200 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-04-14,Ranchi,834002,100497,Jalan Bajra Atta - 500g,Jalan,Atta,g,500,47,https://storage.cloud.google.com/samaan-backend/product/product_70065/processed/1744801167-100497_1.webp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,https://www.jiomart.com/p/groceries/jalan-cold-pressed-bajra-atta-500-g/611332455,611332455,Jalan Cold Pressed Bajra Atta 500 g,NA,NA,NA,NA,NA,NA,Complete Match,anakin_seed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
